qber,skr_bps,raw_counts_hz,dark_counts_hz,visibility,temperature_celsius,timing_jitter_ps,channel_attenuation_db,count_to_dark_ratio,signal_to_noise_ratio,optical_error_ratio,qber_to_visibility_mismatch,skr_to_qber_ratio,qber_roll_mean_25,qber_roll_std_25,qber_roll_var_25,qber_iqr_25,raw_counts_roll_mean_25,raw_counts_roll_std_25,dark_counts_roll_mean_25,dark_counts_roll_std_25,visibility_roll_mean_25,visibility_roll_std_25,temp_roll_mean_25,jitter_roll_mean_25,qber_slope_25,qber_acceleration_25,raw_counts_slope_25,dark_counts_slope_25,visibility_slope_25,temp_slope_25,corr_temp_qber,corr_vis_qber,corr_counts_loss,timestamp,fault_class,fault_id,fault_intensity,is_anomaly
0.006995547701677133,1370437.6126524487,2630731.846818646,510.1177100500108,0.986715319246404,-39.9222731086005,67.9507124338991,4.521846976849151,5157.107457729187,5156.1074577291865,0.006642340376798006,0.00035320732487912655,195901403.44892454,0.007454157083351288,0.0011846325980110568,1.403354392270426e-06,0.0015001741981932517,2639567.801316732,58905.3979452285,501.62334073561067,7.97602655148367,0.9854306267510036,0.002298073222505964,-40.0224975166399,65.2989273162684,-1.786649055896866e-07,1.1978937479516856e-09,-27.68464170439,0.0013500898487536605,8.749528504954223e-07,5.9191580718757966e-06,-0.30326970491683636,-0.9026005420694376,-0.9224892506698041,1789600000.0,Normal,0,0.0,0
0.007783552350602756,1328797.1328665463,2593540.5433003474,512.2530796345397,0.9847824797030863,-39.87016337143971,68.06547782600515,4.5855942804582295,5063.006249080386,5062.006249080386,0.00760876014845685,0.00017479220214590592,170718596.47268185,0.00745390287537273,0.0011039796800986232,1.2187711340706582e-06,0.0010748850037094965,2634903.4175847415,56411.48034141731,502.8444624671572,7.847762765015482,0.9853859858794736,0.002196808747354389,-40.00451427151484,65.61143150074793,4.925777867030147e-09,1.9970902105132843e-09,-36.42408781100484,0.002820922413390505,7.395162057043658e-07,2.6172165489439578e-05,-0.160698998298126,-0.8957864903002749,-0.9155759050751239,1789600060.0,Normal,0,0.0,0
0.007897245438884133,1306489.5668590153,2555294.728956059,502.7034588346574,0.98790228721559,-39.99387245643526,65.9959965824909,4.648877238760671,5083.105524834897,5082.105524834898,0.006048856392204982,0.0018483890466791508,165436110.2196692,0.007408015151311772,0.0010217549030630665,1.0439830819334163e-06,0.0011258573903958303,2628696.0137086352,60415.543225374684,502.562697017991,7.756797846432833,0.985801169493212,0.002125914661005443,-40.008803595879165,65.55882395024484,5.408648362337207e-07,-9.847177788968071e-10,-62.202329588797326,0.004356044515476854,4.418494978960996e-07,5.616297435728718e-05,-0.19776271182749272,-0.8109030566815905,-0.9204035212894011,1789600120.0,Normal,0,0.0,0
0.010474614544323165,1288959.2526719347,2661335.490580947,492.77704370238547,0.9807522085513803,-40.209930460545195,63.80121470911195,4.480326805039233,5400.688860393161,5399.688860393161,0.009623895724309828,0.0008507188200133371,123055530.7995081,0.007698223889863117,0.0012872559355652823,1.6570278436480502e-06,0.0010625192488652162,2627651.3958123894,59716.0502740298,502.4709606677906,7.851883951894523,0.985374826667755,0.0024997326066725717,-40.006956071724254,65.46521918147162,1.2197305389736914e-06,5.236640203204676e-09,-40.258833438756625,-0.0015636709853055193,-8.016856524919397e-07,-8.940415390615063e-05,-0.39570777211549163,-0.8711996427321645,-0.9371666071186329,1789600180.0,Normal,0,0.0,0
0.008825255522688036,1253032.2066534534,2538862.234580435,494.69771068343056,0.9823595335859587,-40.22460366783709,65.983838343013,4.747870569924469,5132.148744074371,5131.148744074371,0.008820233207020634,5.0223156674022995e-06,141982541.29097435,0.0077877719623952535,0.0013206877308973139,1.7442160825426958e-06,0.0018989344641087355,2619874.0465560537,61711.17662127764,501.8129515430954,8.094783365569517,0.9852321332549462,0.002588863422155783,-40.0267158891082,65.5439869498801,1.7220562439201725e-06,3.4386482398661017e-09,-69.10798572366302,-0.0038154489148742904,-2.3939949347016536e-06,-0.00014952044484139358,-0.4547675766906777,-0.8869603934454724,-0.9460702725065266,1789600240.0,Normal,0,0.0,0
0.007681936661467494,1343986.0420797674,2644794.3696820703,486.37443639382644,0.9850104873994363,-40.39860691469859,63.801249954092455,4.545332297392298,5437.7742162841205,5436.7742162841205,0.007494756300281846,0.0001871803611856477,174954064.4901677,0.007875077782336488,0.0012703617321059358,1.6138189303991933e-06,0.0018297078210109032,2621894.959596219,61671.285906237725,500.0574586368125,8.81307906054102,0.9850700080063675,0.002533359083687422,-40.0678912209945,65.31237893288359,1.3432386277516085e-06,1.925113547439902e-09,-71.4408300432812,-0.006008219183867378,-1.899398903486695e-06,-0.00021769315160850836,-0.3586765325139319,-0.8846835282381648,-0.9739850248395269,1789600300.0,Normal,0,0.0,0
0.010074990493279487,1239454.9158941812,2551998.127046672,506.20384534820727,0.9819317716585287,-39.82209628047778,62.75071581632426,4.685016319285481,5041.443581471028,5040.443581471028,0.00903411417073563,0.0010408763225438575,123022936.51998565,0.0081470506030751,0.001342606140573764,1.8025912487063778e-06,0.0018045244038617115,2607396.395309588,53926.64102701626,499.9440448081446,7.931647285608576,0.9847660031766275,0.0026543345855983835,-40.06950184278229,65.2645007264303,1.6409146483952076e-06,9.858241244986807e-09,-42.985292105942634,-0.00020715618042487237,-2.924455758046498e-06,-6.276668642722714e-06,-0.08227264728493415,-0.9079859531285731,-0.9776705836086048,1789600360.0,Normal,0,0.0,0
0.00869665215765881,1284950.3844751054,2534948.4019546104,527.2734347912425,0.9845020717030418,-39.484813018779505,68.5106816848864,4.65027330293332,4807.654311198599,4806.654311198599,0.007748964148479087,0.0009476880091797233,147752302.97597894,0.008269594506929445,0.0012615836882725845,1.5915934025154574e-06,0.0015506186429329336,2603413.3879682086,57190.63835663664,502.6513536468031,10.579963077902418,0.9845159974347913,0.0024747632770437777,-40.00775283735697,65.48110522077418,1.5628178157665053e-06,1.0359685777451006e-08,-94.00623003297936,0.00617570100194124,-1.760121100923442e-06,0.00010068186599724616,-0.07945146018355315,-0.9029164552368735,-0.9648677894904383,1789600420.0,Normal,0,0.0,0
0.006499861924819131,1353039.224597065,2587058.9631222957,489.85223817058943,0.9844611863311109,-40.29581462816645,60.921535644479796,4.6214410460328414,5281.304772198185,5280.304772198184,0.007769406834444548,-0.0012695449096254167,208164302.6031996,0.008110912659711879,0.0012227023167135289,1.4950009552966306e-06,0.0017951114382827645,2596779.9168586405,52490.9607956973,501.65241884629467,10.748870886983068,0.9846391406283135,0.002086699706838844,-40.03656143578517,65.27445907291187,1.3041595534483236e-06,-8.370465104014116e-09,-69.2837239146589,0.0011019777554237902,-3.434078289898317e-06,3.439937427249967e-05,0.2029662940521677,-0.8080234917934538,-0.9609773318940249,1789600480.0,Normal,0,0.0,0
0.009249735087432487,1306379.572336098,2620955.910141632,503.3387715564399,0.9808651157999202,-39.90398363776517,64.93461050381181,4.5298848755152985,5207.140912346232,5206.140912346232,0.009567442100039902,-0.0003177070126074155,141234268.87231198,0.008248294662672875,0.0011905679835127877,1.4174521233657057e-06,0.0016326779253971425,2594351.4780964614,47745.38861498126,501.8194526134779,10.722887462894576,0.9842286177275709,0.0021907162995311305,-40.02793407775532,65.25569753402785,1.5914241786039112e-06,-7.376398991229963e-09,-23.78756032469282,0.0019487523767902433,-4.761524666101584e-06,0.00012801405539343176,0.2637001399401477,-0.7896620182251249,-0.9535024750713941,1789600540.0,Normal,0,0.0,0
